MCNo,Event Number,Rating (0-3),E1 (GeV),px1 (GeV/c),py1 (GeV/c),pz1 (GeV/c),E2 (GeV),px2 (GeV/c),py2 (GeV/c),pz2 (GeV/c)
1069,901522341,0,16.9149,-0.994657,3.75359,-16.4628,3.83918,0.390834,-1.03909,-3.67365
1070,901530913,0,10.5437,0.320188,-2.00457,-10.3459,3.86641,1.37284,-1.3964,-3.33217
1071,1191329842,2,13.4641,-2.12973,-3.80131,-12.7392,6.24761,0.929946,-1.09583,-6.07912
1072,1191334951,2,13.8866,-2.71585,-0.795674,-13.5948,5.50428,0.199545,1.08666,-5.39122
1073,1191336419,2,7.94854,0.245126,-2.39143,7.57556,5.21607,0.123066,1.57949,4.96853
1074,1191355680,2,10.8819,-3.04059,3.48579,-9.84931,4.24883,-1.18527,-0.569292,-4.03887
1075,1191395520,2,8.0869,2.59058,1.412,7.52874,9.57515,-0.301228,1.74779,9.40887
1076,1191450399,2,7.11233,1.55667,-0.240465,-6.93491,7.87752,-0.758953,1.51748,-7.69191
1077,1191461193,2,8.45923,1.81789,-0.884135,-8.21346,5.35076,-0.687241,-2.02347,-4.90436
1078,1191481280,0,9.74964,1.04823,1.47338,-9.57991,4.02908,-0.912378,0.837575,-3.83254
1079,1191513959,2,8.52013,1.74413,1.33238,8.2319,3.69116,0.882111,-0.813022,3.48918
1080,1191518763,2,10.2303,-0.882149,2.39327,9.90661,8.53955,-2.50079,-0.110305,8.16374
1081,1191534560,0,12.903,3.59819,-1.11493,-12.3404,4.11713,-0.195264,0.934186,-4.0036
1082,1191542868,2,13.0826,-5.20069,0.844909,-11.9743,9.22221,-1.64505,-0.88178,-9.03074
1083,1191577666,2,7.98423,-2.80652,-1.54862,-7.31177,5.00015,-1.55557,1.17131,-4.60419
1084,1191621305,0,8.34416,-1.47647,-1.327,-8.10389,3.86725,0.837256,-0.286095,-3.7632
1085,1191677005,2,10.7268,-1.89355,-1.89106,10.3871,2.91451,0.644222,-0.746867,2.7405
1086,1191686362,0,4.42823,-0.659435,-2.11622,-3.83208,3.82191,0.314347,1.29688,-3.57983
1087,1191712781,2,8.94893,0.348266,-2.63049,-8.54584,8.30608,2.16715,-0.648135,-7.99145
1088,1191745365,0,15.6909,-0.375393,-2.86614,15.422,5.32881,0.766265,-1.78254,4.9619
1089,1191750392,0,8.3156,0.644649,2.1389,8.00922,4.45536,-1.38713,0.00468053,4.2326
1090,1191776259,2,11.0346,1.67349,2.50333,10.6153,11.0545,-0.318431,2.46768,10.7703
1091,1191875851,2,6.47546,-1.20485,-0.408741,6.34837,7.53287,-0.280409,-2.32515,7.15878
1092,1191876107,2,10.1048,2.31613,-3.49765,9.19224,4.06357,0.380712,0.852713,3.9534
1093,1191892990,2,8.69002,1.03295,-2.40258,8.28649,2.85456,0.826122,0.490439,2.68595
1094,1191914583,2,6.20137,-0.292863,1.42143,-6.02823,12.8003,-3.03542,1.06735,-12.3888
1095,1191965811,2,6.14954,-0.143572,-2.82231,-5.46073,4.87002,-2.42307,0.173163,-4.21956
1096,1191976906,0,7.57892,1.43687,-0.113606,7.43984,4.55806,-0.701588,0.695214,4.44851
1097,1192015136,0,4.52474,-2.80322,1.13407,3.36421,8.17846,-3.62326,0.127771,7.3302
1098,1192051073,2,6.18856,1.36712,1.02764,-5.9466,6.14322,-1.00444,1.61654,-5.84002
1099,1192064274,2,12.211,2.24745,-2.82827,11.6639,3.61768,-0.77418,-1.12714,3.34764
1100,1192071356,0,6.65269,-0.321423,3.57116,5.60274,3.30211,-1.40904,-0.68496,2.90487
1101,1192136515,2,8.01044,-0.573802,-2.04641,7.72262,6.32186,0.0353744,1.23776,6.19851
1102,1192168456,0,5.30841,4.07668,0.966865,3.25789,3.68735,1.00377,0.128535,3.54419
1103,1192179654,2,7.29557,-2.18899,0.513379,6.93967,3.8934,0.0849373,1.02255,3.75428
1104,1192185033,0,13.7739,-1.69678,4.21855,-13.0013,2.96112,0.235075,-0.715954,-2.86168
1105,1192219066,2,14.9569,0.290922,-3.27438,14.5908,2.89826,-0.92275,-0.199837,2.73812
1106,1192267968,2,9.2971,1.89909,-1.46803,-8.98127,3.57563,1.1901,1.26989,-3.1217
1107,1192280628,2,11.4671,3.0565,1.09841,10.997,3.48777,0.69527,-1.37249,3.1283
1108,1192338433,2,10.7454,1.93195,-2.02936,10.3731,8.74991,-0.532938,-1.64321,8.57704
1109,1192361590,3,21.4481,-5.21026,4.21374,20.3742,11.0186,-1.07636,1.73839,10.8268
1110,1192365924,2,8.82088,1.41974,-0.442568,8.69398,3.75739,-0.97526,-0.292447,3.61526
1111,1192371065,0,13.9384,-2.22664,-1.22684,-13.7041,3.06342,-1.20932,0.584178,-2.7513
1112,1192373656,0,24.3588,-6.1198,-0.0728603,23.5772,7.45412,-1.24759,-1.467,7.20029
1113,1192416818,2,7.79937,1.94089,1.58012,7.38614,2.84345,-0.765832,0.199718,2.72904
1114,1192498078,2,7.52478,0.264821,1.99593,-7.24964,12.7486,2.00424,1.14166,-12.5378
1115,1192562199,2,20.6068,0.440969,6.43571,-19.5708,6.75791,1.21464,0.528343,-6.62599
1116,1192578600,0,9.19443,-1.76073,8.4888,-3.06045,4.97094,0.73874,4.10794,-2.6978
1117,1192634760,2,6.8756,-1.09011,0.213168,6.78446,3.57166,0.757821,0.64998,3.42765
1118,1192635282,2,6.2097,0.988809,-0.642446,6.0958,4.61415,-1.69655,0.746591,4.22416
1119,1192638136,2,27.224,2.97163,-4.72564,26.6453,3.44225,-0.820273,-1.13392,3.14314
1120,1192649728,3,6.40604,2.22207,0.621438,-5.97515,6.75567,1.99068,-2.46538,-5.96548
1121,1192676253,2,15.7023,2.88187,-2.65109,15.2059,6.77419,-0.0797289,-1.5037,6.60387
1122,1192748504,2,12.6693,1.40342,3.13108,-12.1953,3.49977,0.803323,-0.123168,-3.40246
1123,1192752112,2,18.3261,0.507597,-4.63574,17.7225,6.5692,-1.09234,-1.25015,6.35508
1124,1192912141,2,16.7936,1.73153,-2.85332,-16.4582,3.00686,1.24732,0.239008,-2.72344
1125,1192965532,2,4.42287,-2.07418,-0.747205,-3.83276,4.99692,1.71514,-1.77771,-4.34236
1126,1192984870,3,6.36376,2.68627,-0.992088,-5.68207,5.08421,3.23787,-2.65433,-2.8825
1127,1192990288,2,10.4766,0.539033,-2.78471,-10.0848,3.81528,-0.964316,-0.523556,-3.65256
1128,1192990827,0,10.7564,1.98985,0.235611,-10.5676,4.26108,1.79505,-0.890583,-3.75903
1129,1193060582,2,14.7476,-1.05668,-2.46018,-14.5021,4.06218,0.61971,0.777716,-3.93716
1130,1193063554,2,8.20948,1.26283,1.66181,7.93902,4.37853,-1.72451,1.53573,3.71859
1131,1193095821,0,12.0771,-2.17818,-0.148597,11.8776,3.81804,0.849133,-0.165291,3.71724
1132,1193127532,0,8.5528,-2.0676,-2.65596,7.86195,5.3229,0.667545,-1.0157,5.1812
1133,1193159902,2,9.53411,-2.75611,-2.66888,8.72749,3.20335,0.504453,-0.780348,3.0638
1134,1193201696,3,14.0063,2.54917,0.851555,-13.7456,8.19626,-0.118061,1.79751,-7.99516
1135,1193253085,0,14.3341,1.95582,-2.23852,-14.0221,7.80429,-1.36379,0.920233,-7.62817
1136,1193258555,2,11.0302,0.480965,-3.63377,-10.4028,8.18185,1.64772,-0.969486,-7.95466
1137,1193281121,2,6.92056,1.81592,0.596496,-6.65054,9.46514,1.72948,-1.65667,-9.15654
1138,1193328597,0,5.73497,1.40579,-0.369207,5.54673,4.85942,-0.869798,-0.152827,4.77733
1139,1193375806,2,6.75144,2.3106,-0.0220035,6.34283,4.78704,0.612056,-1.65277,4.44953
1140,1193417859,2,10.677,-1.89504,-1.41805,-10.4108,2.86641,-0.162901,0.790142,-2.74851
1141,1193464523,2,8.78121,-3.03962,0.687363,-8.20894,5.92274,-0.908709,-1.7895,-5.57132
1142,1193497475,2,7.42726,2.95529,-1.23018,-6.70118,5.51814,0.0112908,1.25909,-5.37152
1143,1193506019,0,42.3878,7.20841,-11.0189,40.2907,5.90569,0.245016,-2.18303,5.48091
1144,1193514639,2,10.7135,-2.55032,1.58917,10.2829,2.97479,-0.808817,-0.856079,2.72968
1145,1193526702,2,12.8403,-0.442008,3.09009,12.4546,8.01845,1.84503,1.68821,7.61776
1146,1193533424,0,7.80169,-2.15449,1.50234,7.3455,4.82942,1.79313,0.753183,4.41923
1147,1193582575,2,6.86026,-1.85589,1.0928,-6.51257,5.98108,0.226039,1.26747,-5.83992
1148,1193584551,2,9.84658,-0.669426,2.22328,-9.56833,3.06083,0.960112,0.373307,-2.88034
1149,1193589780,2,7.65788,-1.30172,3.89802,-6.46087,7.38695,0.864261,1.19439,-7.23757
1150,1193706118,3,13.0556,5.45893,-7.04052,-9.54293,4.06394,2.48764,-2.80506,-1.56451
1151,1193708361,2,7.83135,1.9187,-2.34386,-7.22106,6.18233,-0.444697,-1.14383,-6.05837
1152,1193720812,2,10.2016,-0.954447,-5.04516,-8.81455,6.09383,-0.815994,-1.13472,-5.93044
1153,1193729750,2,11.9258,-3.71098,-1.54304,-11.2277,4.99142,-0.991102,0.55528,-4.85927
1154,1193736368,2,7.57968,0.797366,1.44759,-7.39656,5.88816,0.550802,-0.864118,-5.79734
1155,1193749201,2,11.9107,-2.31501,-0.765679,-11.658,9.82338,-1.27137,-2.43626,-9.43058
1156,1193765636,2,12.6471,2.04002,2.26964,12.2729,5.15273,-0.994426,-0.30408,5.04561
1157,1193767325,2,13.5607,0.862856,-3.72237,13.0107,4.30614,0.221895,1.02621,4.17484
1158,1193782797,0,5.27642,-1.83394,0.335062,-4.93496,2.92349,0.994741,-0.436663,-2.7121
1159,1193820206,2,4.92578,0.0281579,-3.6249,3.33339,5.32217,-2.47864,-2.97393,3.65054
1160,1193865192,2,9.99985,-1.57104,1.58396,9.74724,3.29838,0.824791,0.835148,3.08065
1161,1193882447,2,7.78986,2.10834,0.883903,-7.44609,8.07838,2.29657,-1.23357,-7.64546
1162,1193891343,2,13.1764,2.89965,0.82822,12.8262,5.1786,0.814144,1.90376,4.74548
1163,1193918894,2,20.0131,0.742313,-3.76825,19.6409,3.64368,1.68266,0.136032,3.22729
1164,1193945797,2,15.385,-2.54089,-2.83526,-14.9061,8.15163,-2.22645,0.373818,-7.83205
1165,1193978053,2,7.6987,2.3507,0.622352,7.30381,4.4176,-0.0322851,0.998397,4.30188
1166,1194049256,0,17.6933,1.26915,-3.0819,-17.3762,5.19803,-0.982814,0.273739,-5.09583
1167,1194078533,2,11.2772,2.16388,-3.40785,10.5294,4.47129,2.09729,0.545128,3.90967
1168,1194083241,2,16.4423,2.15482,-3.82098,-15.846,4.65162,2.01687,0.0352912,-4.19016
1169,1194108975,2,11.5378,3.6572,0.188915,10.9407,6.41633,0.90374,1.69953,6.11989
1170,1194111332,2,12.2158,-1.39944,-2.46215,11.8825,4.10013,0.865643,-0.926982,3.8976
1171,1194120055,0,8.92604,-2.57619,-3.34288,-7.86457,2.93803,0.211809,1.28363,-2.63217
1172,1194146260,2,7.98844,0.119638,-2.50993,7.58221,5.15767,-1.7192,-0.421267,4.84327
1173,1194155784,2,12.5705,-0.294718,2.70296,12.2725,4.9755,0.965039,-0.910322,4.79421
1174,1194170750,0,5.80746,-1.49284,1.05457,5.51133,2.78808,0.966111,0.126393,2.61014
1175,1194171234,2,7.11236,-1.99793,-2.0977,-6.4948,2.76908,0.800447,-0.474278,-2.60596
1176,1194181249,2,9.90948,-0.461223,-2.45427,-9.58908,4.65168,-0.659812,1.26634,-4.42583
1177,1194209593,2,11.3604,-3.20185,-1.35416,10.8149,13.853,-2.09757,1.21724,13.6386
1178,1194213617,2,10.0128,1.18698,-1.85236,-9.7675,12.2396,2.05659,2.1804,-11.8665
1179,1194217173,0,7.49494,-1.00946,2.20344,-7.09146,3.72167,0.754263,0.122081,-3.64086
1180,1194227168,2,12.8441,6.1808,4.11743,-10.4787,5.61919,1.07507,-0.472427,-5.49411
1181,1194243584,3,9.10348,-0.620389,-1.98687,-8.86169,7.82887,1.7217,-0.0683157,-7.63617
1182,1194252977,0,8.5418,-0.0890755,-1.9754,8.3091,5.03693,0.427453,1.09138,4.89752
1183,1194262575,2,8.65066,-1.49629,1.51423,-8.38398,3.56231,-0.478065,-1.30336,-3.27896
1184,1194265652,2,10.0723,0.899552,1.59682,-9.90363,4.08854,-0.827102,-0.342512,-3.98793
1185,1194297699,2,7.48716,-1.34142,2.56198,6.90531,3.3115,0.831224,0.422021,3.17582
1186,1194336500,2,16.4692,3.01977,-2.37074,-16.0151,5.65187,-0.146707,-1.64892,-5.40296
1187,1194433889,2,8.16904,2.24363,-0.330545,7.84723,8.11138,-1.96708,-0.603266,7.84538
1188,1194630036,2,39.775,0.814595,9.3541,38.6507,4.57355,0.74726,0.485935,4.48461
1189,1194671040,2,12.2306,0.800868,-2.3638,11.9727,12.6308,3.19745,-0.943004,12.1825
1190,1194674253,0,11.2955,-0.160018,-2.09498,-11.0979,3.31069,-0.09999,0.720352,-3.2281
1191,1194685300,2,6.67101,2.38172,2.34722,5.77142,8.9602,-0.33705,3.3925,8.28561
1192,1194735776,2,7.66984,1.32873,0.687776,7.52175,6.00044,-0.595685,1.97369,5.63417
1193,1194779339,2,6.72016,-0.53787,1.57025,-6.5111,5.17969,1.47542,1.34809,-4.77743
1194,1194789142,2,9.95125,2.05434,-2.58219,-9.38766,5.50403,-1.25747,-0.642739,-5.31872
1195,1194803125,2,9.00165,0.97783,-4.03649,-7.98557,3.72143,-0.844359,0.00410771,-3.62283
1196,1194827678,2,8.79138,-2.79436,-0.15837,8.33329,5.33156,-0.750825,1.24277,5.12895
1197,1194828428,2,6.2504,0.164673,-5.42156,3.10418,3.03603,-0.428117,-0.695881,2.92212
1198,1194877051,2,12.7659,1.75049,3.35649,12.1913,4.31121,0.00337134,-0.93876,4.20643
1199,1194881689,2,17.193,-1.01888,-2.59008,16.9659,6.36196,0.284302,-2.51066,5.83774
1200,1194887715,0,4.38399,3.50548,-1.95299,-1.76227,3.8895,-0.11851,-0.848419,-3.79252
1201,1194934356,2,6.61649,2.73893,0.856963,5.96077,4.68582,-0.64195,2.00855,4.18322
1202,1194958274,0,7.72566,-1.98264,0.691472,-7.43408,4.35826,1.25916,-0.227226,-4.16487
1203,1195012793,0,7.53205,3.54167,-0.624258,6.61721,4.21141,-0.248643,-0.970029,4.08926
1204,1195036358,0,13.068,6.07526,-4.8528,10.5025,9.99656,2.97261,-3.35243,8.93559
1205,1195048341,2,9.7301,3.33594,0.477805,-9.12726,4.70288,0.472296,-2.24377,-4.10468
1206,1195064641,2,3.13941,0.672906,-0.931361,-2.91967,5.5571,-1.44629,-0.214322,-5.36027
1207,1195093906,2,12.0433,-1.21802,-2.30202,-11.7579,9.97152,1.92771,-0.120926,-9.7821
1208,1195161147,2,7.08536,-0.838969,1.85997,-6.78438,8.8974,1.90044,1.67213,-8.52906
1209,1195235991,0,5.33059,1.42977,0.345461,-5.12255,5.08334,-0.916737,-0.530421,-4.97065
1210,1195237780,2,16.472,-4.27245,4.31641,-15.3112,3.11372,-0.776836,-0.555489,-2.96176
1211,1195287662,0,7.84797,-0.129693,3.03582,7.23509,3.38796,0.139199,-0.97249,3.24067
1212,1195292283,2,8.50934,-1.67592,0.71402,-8.31138,7.89978,1.40213,-0.273513,-7.76882
1213,1195296973,2,6.22315,-3.36705,-0.349611,-5.22083,5.24554,0.758355,1.89661,-4.83036
1214,1195300865,0,8.98642,1.33173,1.11746,8.81603,3.55534,-1.59018,-0.670019,3.10672
1215,1195322261,2,8.08781,1.88663,-0.0691447,7.86368,8.15289,1.42296,2.85584,7.50185
1216,1195369777,2,17.3839,-1.54305,4.32872,-16.7651,2.91746,0.937854,0.785243,-2.64655
1217,1195378368,2,15.7149,-1.34717,3.14815,15.337,5.00266,0.998451,1.4946,4.66741
1218,1195389046,0,8.56817,1.59374,-0.827033,-8.37726,5.52709,-0.349822,1.42637,-5.32735
1219,1195427931,2,18.1856,-4.96925,3.82969,-17.0688,5.14581,0.0101015,1.91592,-4.77465
1220,1195453614,0,6.73277,1.63559,-0.307079,6.52301,5.14538,-0.696909,1.33331,4.91938
1221,1195484187,2,9.47544,1.97997,-2.33915,-8.96554,3.57174,-1.20262,-1.18664,-3.14512
1222,1195524625,2,10.3021,-1.97075,-1.35302,-10.0204,9.3453,-2.06272,0.667173,-9.08975
1223,1195579265,2,6.45728,0.345134,-1.73075,-6.21053,5.45631,1.32294,0.284302,-5.28481
1224,1195580479,2,9.28937,1.11527,1.39334,9.1157,4.35302,-0.94346,1.04023,4.11891
1225,1195587897,0,5.09932,-0.61433,-1.17308,-4.92325,3.88234,1.04218,1.22296,-3.53265
1226,1195595498,2,9.88515,3.34982,1.37899,-9.19685,3.71942,-0.109327,1.61786,-3.34567
1227,1195601987,2,6.73953,3.43691,-1.0919,5.69258,5.31802,-0.94823,0.884939,5.15634
1228,1195633776,0,9.29108,3.36936,1.82249,8.46398,5.31976,-1.01892,0.163218,5.21765
1229,1195651119,2,14.4123,0.681394,-3.2452,14.0253,3.36182,-0.931147,-0.691765,3.15358
1230,1195678132,0,9.8331,2.10379,0.51452,-9.59104,5.27465,-1.63793,-0.751501,-4.95613
1231,1195690183,2,9.11457,-2.25652,-1.76318,-8.65238,2.86193,-0.566898,0.870971,-2.66449
1232,1195725626,2,6.85635,1.70535,-1.26962,6.51753,21.2646,3.54667,1.76414,20.8921
1233,1195756431,2,13.1894,-3.42455,3.29032,12.3043,9.68323,0.0166298,2.00147,9.47352
1234,1195886856,2,6.33629,-0.219043,3.03944,5.55438,4.22152,-1.24562,0.165823,4.02877
1235,1195914861,0,8.64292,-1.10115,1.47728,8.44357,3.08009,0.809588,-0.238069,2.96035
1236,1195928216,2,9.63334,-3.16192,0.885583,9.05584,4.29458,1.11449,1.83872,3.71609
1237,1195958799,2,6.48079,0.304813,-1.28571,6.34378,2.94563,1.12223,0.647345,2.64332
1238,1196009693,2,5.97451,-0.698033,1.41305,-5.76191,8.58671,2.12575,1.8809,-8.10332
1239,1196014488,2,15.962,-1.77276,-10.0568,-12.2676,4.50634,-1.25414,-1.5099,-4.05502
1240,1196079028,2,10.3114,-1.84652,2.00048,9.94497,5.06437,0.904549,1.68225,4.68919
1241,1196102676,2,12.4662,-1.05095,2.57788,-12.1509,5.24898,-2.24755,0.617683,-4.70188
1242,1196130806,2,8.55775,2.47769,-0.801351,-8.15125,3.98433,-0.273737,-1.32322,-3.74672
1243,1196249642,0,9.35592,1.71211,-0.916652,-9.15153,4.64796,-1.28054,-0.136664,-4.46474
1244,1196405152,0,19.1343,-12.6026,-5.40707,13.3435,5.38169,-3.44303,0.411583,4.11432
1245,1196436644,0,14.4354,2.62895,-2.8937,13.8955,4.8034,0.738541,0.665781,4.69817
1246,1196489192,2,8.20811,3.11075,-0.915116,7.53974,3.30082,-0.266497,-0.899778,3.16285
1247,1196526447,2,10.045,0.772058,-1.96308,-9.82044,7.1911,-1.12648,-0.879651,-7.04685
1248,1196527958,2,7.42565,2.15872,-0.554691,7.08247,5.14748,-0.476793,-1.55665,4.8821
1249,1196532121,0,5.77953,2.99762,-3.77384,-3.18813,3.93073,0.30107,-3.59362,-1.56038
1250,1196573024,2,9.53567,0.0356464,1.97899,-9.32739,3.00745,-1.5111,0.0575006,-2.59748
1251,1196591358,2,10.7703,1.05396,2.97209,10.2978,5.73555,-1.20488,2.40914,5.06258
1252,1196636150,2,8.1957,1.85019,1.93366,7.74571,3.14483,0.715534,-0.846714,2.94107
1253,1196705513,2,12.5579,-3.60946,0.698241,12.0072,4.867,-0.636689,-1.0228,4.71435
1254,1196718927,2,12.5234,-1.68,2.44395,12.1668,3.04632,-0.151451,-1.05228,2.85284
1255,1196722246,2,9.16225,-0.912769,2.35026,8.80789,3.85184,-1.7349,-0.041167,3.43714
1256,1196778297,2,8.26206,-0.610425,2.1457,-7.95449,6.75937,-2.07407,0.477528,-6.41468
1257,1196779325,2,20.6521,8.0713,4.88605,18.3706,4.75817,1.20814,-0.25117,4.59416
1258,1196790933,2,6.65546,-1.3659,2.32263,6.08471,6.09386,1.63913,2.21341,5.43489
1259,1196844292,2,25.6119,-5.10474,-2.69843,-24.9523,4.20839,-1.23055,0.566354,-3.98301
1260,1196880639,2,8.51331,-2.5304,0.504849,-8.11218,7.19308,-0.446713,1.28328,-7.06278
1261,1196880979,2,13.3985,-2.8906,-0.265787,-13.0798,5.28616,0.866685,-0.856391,-5.14274
1262,1196924763,2,13.0714,-2.62512,-0.0599612,-12.8045,4.1259,0.474484,1.02178,-3.96771
1263,1196927595,2,8.02572,-3.10814,-0.709024,7.36463,5.07199,-0.769071,0.699887,4.96313
1264,1196940622,2,6.76946,-0.0334168,-1.9123,-6.49279,2.89166,-1.16614,0.182638,-2.63767
1265,1196971822,2,11.9543,-2.54338,-2.81766,11.3352,5.04715,0.944652,0.934032,4.86803
1266,1196981954,2,6.7227,0.659479,-2.637,-6.14775,6.9406,2.31818,-0.778447,-6.49467
1267,1197047628,2,7.83637,-2.63333,0.99265,-7.31284,5.61678,0.472293,1.87152,-5.27365
1268,1197053003,0,9.33003,-0.00605734,-2.46994,8.99654,7.31876,-0.307771,1.56993,7.14099
1269,1197064103,2,7.31642,-2.20284,1.94298,-6.70008,5.71265,0.794111,1.65439,-5.40885
1270,1197088242,2,20.5648,-1.02523,3.44997,20.2472,3.04641,0.781992,0.465608,2.90536
1271,1197090158,2,14.5106,-3.01023,-1.5574,14.1089,5.93585,0.425355,1.41413,5.74826
1272,1197168871,2,5.3064,-1.16989,-0.278632,-5.16725,18.7901,1.62065,3.11595,-18.4586
1273,1197208177,2,6.66825,-1.36463,-0.981722,6.45201,7.78873,0.701861,-1.43562,7.6223
1274,1197230962,0,3.46573,-0.580306,-3.40857,-0.212145,3.98827,-0.810582,-0.61025,3.8556
1275,1197305948,2,10.7024,2.26411,-0.445981,10.4501,4.61983,-1.23219,-0.711348,4.39402
1276,1197325028,2,10.7639,-2.30498,0.821326,-10.4815,4.86704,-1.06251,-1.29248,-4.56919
1277,1197341792,2,6.94699,2.41052,0.929313,6.44789,6.08857,1.01114,-1.25825,5.86975
1278,1197353109,2,6.78222,-1.09046,0.904073,-6.63181,5.60989,-1.21435,-1.4621,-5.27705
1279,1197370708,2,5.98139,1.91895,-1.83287,5.35948,5.57268,-1.39021,-0.22276,5.39086
1280,1197384706,2,9.93264,-2.07212,0.721431,9.6867,4.99378,-0.0213106,1.92963,4.60465
1281,1197390027,2,7.31607,-1.27565,0.316555,7.19627,22.8874,-1.9143,3.93282,22.4653
1282,1197394264,2,9.52086,0.647077,1.68969,-9.34676,4.34481,2.01598,-0.795869,-3.76413
1283,1197418032,0,24.0634,-7.61686,10.0427,20.4979,5.44305,-3.08784,0.991752,4.37004
1284,1197437874,2,12.5778,-2.208,3.67566,11.8239,4.10659,0.92628,1.13428,3.83515
1285,1197438802,0,5.87231,1.74442,-0.10661,5.60522,7.67476,-2.49573,-1.55585,7.08811
1286,1197484308,2,7.74161,2.02366,2.40096,-7.07541,3.89645,0.579497,-0.847716,-3.75722
1287,1197513531,0,8.07677,1.19357,-2.0609,7.71694,3.97468,0.310643,1.72138,3.56753
1288,1197535492,2,15.6944,1.83982,2.47134,15.3887,4.7963,-0.454716,1.33092,4.58423
1289,1197593648,2,7.83009,-2.90147,1.12142,7.18492,5.93823,0.757964,2.37844,5.38702
1290,1197613277,0,11.0664,-0.418751,-1.96574,-10.8818,6.22214,1.72861,-0.132573,-5.97479
1291,1197614848,2,6.13697,-0.83796,2.58601,-5.50106,2.97043,-0.252947,-1.10733,-2.74265
1292,1197630268,0,9.90209,-2.30058,1.19644,9.55594,8.25861,1.17674,1.4766,8.03918
1293,1197634437,2,10.5503,2.13248,0.671748,10.3102,3.37901,0.534424,-1.30826,3.06748
1294,1197643319,2,9.01206,-2.02331,2.23465,8.49227,3.66945,-1.46227,-0.537817,3.32057
1295,1197646724,0,15.9995,0.46162,-3.10931,15.6873,4.05095,-0.772846,0.621803,3.9262
1296,1197655435,2,14.0093,2.27193,-2.86265,13.5238,4.59499,-0.895551,1.00668,4.39173
1297,1197703953,2,10.0905,-1.18588,-2.26124,9.76152,3.3095,-1.47147,0.552601,2.9105
1298,1197767479,2,15.9822,1.28353,2.67919,15.7033,11.7754,2.38799,0.654612,11.5116
1299,1197781990,2,3.07355,0.858057,0.606757,2.88637,5.82161,0.211598,-1.39495,5.64706
1300,1197786987,2,12.3282,1.79528,2.08884,12.0161,3.93844,-0.731261,1.35156,3.62473
1301,1197797075,2,10.6495,0.312082,4.06686,9.83691,4.74069,1.14413,0.212467,4.59444
1302,1197804000,2,11.7741,0.179539,5.19998,-10.5615,5.8512,-2.39002,1.32837,-5.17191
1303,1197924100,2,7.53247,2.05792,0.0613148,7.24487,4.7267,0.49185,1.74653,4.36328
1304,1197946561,2,4.12821,-1.81431,-2.83271,-2.39062,6.21045,-1.05958,-0.841423,-6.06035
1305,1198026875,2,8.12616,-1.67002,-2.78355,7.4489,3.82726,1.05749,-0.784016,3.59218
1306,1198126282,3,10.4453,3.80019,0.731355,-9.70135,7.7081,1.2096,-0.735855,-7.57622
1307,1198143561,0,14.6728,0.836718,2.8595,-14.3667,3.97839,-1.01435,1.54109,-3.52315
1308,1198203240,2,11.2001,2.08167,1.42771,-10.9115,12.4536,3.65745,-0.833938,-11.8747
1309,1198229353,0,8.69228,5.44492,-3.90135,-5.53867,3.86912,0.898051,-0.727272,-3.69101
1310,1198231072,2,12.6825,3.16201,-0.0828515,-12.2813,4.75946,0.686329,1.99465,-4.26517
1311,1198258995,2,14.2191,2.3804,-1.10523,-13.9744,3.53771,-1.18306,-0.506657,-3.29361
1312,1198294337,2,8.8937,0.71523,1.55155,-8.72742,3.22375,0.0188054,-0.903625,-3.09265
1313,1198336411,2,15.2207,-4.78581,-2.63173,-14.2066,5.40916,-1.99583,0.494021,-5.00205
1314,1198360122,2,4.4363,-2.5929,-3.40749,1.15563,2.87216,-0.471958,0.654984,2.75434
1315,1198369612,0,39.9675,-15.7749,2.90332,36.6075,8.69628,-2.96412,-0.572851,8.15475
1316,1198386484,2,9.48823,2.81742,-1.27006,-8.9702,2.73612,-0.403244,-0.812717,-2.57916
1317,1198425482,2,7.86931,-0.119682,1.51999,-7.71947,4.19995,-0.0126424,-0.811147,-4.11951
1318,1198459768,2,6.90373,-1.36317,0.936869,-6.70182,3.57008,1.00597,-0.0137293,-3.42376
1319,1198490599,2,9.39704,1.07067,1.45997,9.22038,5.76138,-0.991258,1.15023,5.55668
1320,1198507583,3,16.098,2.67359,-4.02188,15.3561,6.47368,0.340869,-3.29313,5.56205
1321,1198536752,2,6.41974,0.987351,0.999045,6.2633,2.91907,-0.647759,-0.588798,2.78272
1322,1198567754,2,12.3349,0.269272,-3.0092,-11.9588,9.73987,-1.20559,-1.27239,-9.58027
1323,1198588489,0,35.8587,-5.97516,-4.07152,-35.122,3.33211,0.0194183,-0.932543,-3.19716
1324,1198599196,2,9.23465,2.35709,-0.420208,-8.91825,4.52217,1.04141,1.23817,-4.22152
1325,1198645012,3,9.47594,-1.26757,-1.35429,9.29201,6.72993,-1.11535,1.60368,6.43933
1326,1198691959,3,7.41203,-3.52151,0.332683,-6.5127,27.2619,-10.7493,-2.30718,-24.9466
1327,1198695656,2,5.32566,0.375769,1.27296,5.15653,6.15662,-2.2188,1.04984,5.64514
1328,1198743168,2,8.41384,-1.86329,0.048235,-8.20411,3.51342,1.38211,0.0771251,-3.2275
1329,1198791474,2,8.4123,3.49387,2.00118,7.38537,7.33487,3.16487,-2.38313,6.17199
1330,1198797694,2,11.8882,-2.51719,-0.943018,-11.5799,4.47492,-1.09802,0.971064,-4.22672
